stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
271_1,this person,,Stole,Split,27293,55.753,27,0,7,41,7,0,24,0,24,0,41,0,0,8,24,0,7,0,0,0,male,bf1e9c4b4ec1c5bb37ebb3574914214c7b0f5fa7130abd812167e3e9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,5378,62.344,0,24,48,24,48,41,24,24,0,0,7,0,29,0,0,24,0,0,24,0,male,bf1e9c4b4ec1c5bb37ebb3574914214c7b0f5fa7130abd812167e3e9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,694,53.087,48,0,0,33,0,0,0,0,24,33,7,7,0,33,41,0,7,24,0,24,male,bf1e9c4b4ec1c5bb37ebb3574914214c7b0f5fa7130abd812167e3e9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,12121,63.592,0,41,41,24,41,41,41,24,8,7,24,0,0,7,0,24,0,7,24,0,male,bf1e9c4b4ec1c5bb37ebb3574914214c7b0f5fa7130abd812167e3e9,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,97.716,34,0,1,0,1,0,0,0,0,19,1,0,0,23,41,0,0,0,0,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,5378,56.031,10,0,14,0,0,0,0,0,12,24,1,0,0,22,24,0,0,1,0,30,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,138238,72.061,24,0,0,0,0,0,0,0,0,41,0,24,0,48,13,0,47,29,10,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,1582,73.11,9,45,0,24,41,47,22,0,0,0,29,0,0,0,0,0,0,0,41,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,694,53.344,24,0,0,0,0,0,0,0,0,35,0,24,0,47,0,5,47,0,19,26,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,27293,55.542,25,0,0,0,0,0,0,0,0,47,0,26,0,47,39,0,46,0,26,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,61430,41.107,0,35,0,24,46,48,28,24,0,0,25,0,27,0,0,37,0,0,26,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,12121,46.61,0,0,0,0,0,0,0,28,0,30,0,28,41,40,0,7,33,30,30,40,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,124,45.759,32,0,0,0,0,0,0,0,0,25,0,24,0,29,25,0,24,0,25,0,female,3d4637c171467f9df3f18ba2b0463a2456136baa7e9f7ac8326d91b5,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,79.722,34,5,9,6,5,4,7,4,6,24,6,6,17,15,27,5,4,9,9,20,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Stole,694,41.087,5,24,36,6,4,6,6,4,6,11,4,6,4,4,4,15,6,6,6,4,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Stole,5378,42.161,4,5,9,6,3,8,33,2,24,25,6,8,24,6,27,24,7,9,9,4,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Split,12121,33.218,38,5,11,6,6,6,8,6,7,41,6,14,5,43,40,6,24,40,8,11,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Split,1582,50.162,39,11,7,5,6,7,26,5,7,38,7,7,7,37,36,7,22,7,7,7,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Stole,27293,34.606,3,38,42,5,6,12,10,6,6,12,6,6,4,6,7,5,4,8,45,12,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Split,61430,40.434,12,7,8,12,7,7,9,25,9,12,8,7,43,7,7,35,5,7,7,23,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Split,124,61.055,24,39,23,9,7,24,8,8,8,12,9,8,9,8,8,9,24,9,9,24,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Stole,138238,35.182,13,40,12,31,7,12,32,7,7,20,34,7,15,9,10,12,15,7,6,7,female,7f7e6dbae39dd8e6527d3c23462e6d5f84ec0f438410d6032f401e7a,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,67.34,24,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,7,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,61430,21.894,23,0,0,0,0,0,0,0,0,25,0,0,0,0,23,0,0,0,0,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,27293,41.363,8,0,0,0,0,0,0,0,0,8,0,24,0,7,23,0,8,24,0,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,138238,35.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,5378,23.404,8,0,0,0,0,0,0,0,0,0,0,0,9,0,24,0,0,0,0,9,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,12121,31.615,9,0,0,0,0,0,0,0,0,11,0,9,0,0,9,0,0,8,0,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,124,49.493,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,1582,20.815,0,0,0,0,0,0,0,0,0,0,0,0,23,0,11,0,0,0,0,15,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,694,47.307,0,0,0,0,0,0,0,0,0,26,0,0,0,0,14,0,0,14,0,0,female,228f6caa7b5a7e1e28529005f27c860643c2e14fe553ce17c1eedaf6,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,34.831,15,33,23,24,20,29,13,31,16,21,37,7,25,11,24,31,36,11,29,17,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,138238,56.231,38,38,22,23,22,13,29,41,12,39,15,9,44,13,25,6,15,30,32,7,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,61430,59.086,43,16,7,26,46,24,40,7,14,23,14,27,38,35,13,7,13,9,48,37,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,27293,57.051,48,45,38,28,33,46,0,45,0,23,11,0,0,11,37,45,36,10,42,9,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,1582,52.148,2,1,20,45,42,38,11,8,25,0,35,40,14,44,12,41,48,22,1,45,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,5378,50.46,10,4,37,0,41,10,48,46,48,0,39,19,13,10,48,44,22,28,9,25,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,124,62.403,40,48,23,26,4,48,10,45,2,28,10,16,48,10,41,7,44,27,44,12,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,12121,42.476,36,47,10,48,11,4,22,44,35,7,16,4,48,7,25,37,47,32,0,41,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,694,38.476,38,47,27,7,6,37,14,5,48,0,17,25,48,43,5,23,32,26,25,4,male,442be64bd75b9858225808e003ab2a3745b5f2519e8fbeebb3cfb0a7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,71.936,10,24,5,10,4,4,13,24,4,24,10,3,33,4,5,16,5,4,4,32,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,5378,65.7,4,17,24,5,20,5,4,4,4,17,4,4,4,5,24,4,4,32,4,18,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,124,29.778,4,16,2,24,4,5,6,17,4,23,10,3,3,4,4,4,3,4,4,24,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,12121,36.549,5,25,4,4,2,4,5,24,11,6,4,4,33,4,4,11,4,4,3,24,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,27293,57.424,4,4,5,4,6,2,16,43,4,4,4,4,43,4,4,24,4,4,3,17,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,1582,27.262,4,4,4,24,4,4,3,4,4,5,4,16,5,4,4,3,5,15,4,24,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,61430,25.875,5,16,26,4,3,3,3,3,4,3,3,4,4,4,3,5,4,4,3,3,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,138238,30.144,3,4,4,24,4,3,4,4,5,33,4,32,4,24,4,4,16,3,3,43,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,694,25.995,32,5,3,44,4,5,4,4,13,30,4,3,4,24,16,5,4,4,4,16,female,3dc57ebec79a868aa46ffb51a4e3a7a8c74d8c9516219dd0771f8b71,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,88.129,24,7,0,13,0,0,7,24,0,23,7,12,7,16,24,11,15,0,12,7,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,5378,43.565,0,33,0,41,7,24,7,0,0,0,24,0,0,7,24,0,24,0,0,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,124,32.4,16,0,0,0,0,0,0,0,0,15,0,24,0,14,24,0,24,41,0,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,1582,65.691,7,0,7,0,0,0,0,33,0,24,0,7,17,34,7,0,24,0,24,15,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,27293,46.026,0,34,24,41,48,41,33,12,30,0,41,0,0,0,0,48,0,0,36,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,694,44.673,13,34,0,0,8,48,0,0,13,0,14,0,0,0,24,24,0,24,14,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,61430,71.07,32,0,0,7,0,0,0,24,0,41,0,14,14,48,41,0,41,6,24,7,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,12121,49.157,31,9,12,0,0,0,0,0,24,31,0,48,0,37,31,0,48,25,35,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,138238,45.995,0,31,41,0,48,48,0,13,0,0,15,0,0,0,0,0,0,24,41,0,male,0b22e2b794356dadc6825fa2aa6923bbc2f2f25919b7569ae5b57356,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,66.284,36,0,9,30,0,2,6,5,39,48,9,2,33,44,48,13,45,4,7,0,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Split,12121,47.239,25,29,28,27,21,21,20,6,30,26,18,30,18,21,27,24,27,27,30,23,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Stole,138238,36.93,48,28,18,11,15,12,11,15,36,36,7,13,5,33,48,17,14,14,19,11,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Stole,694,39.069,16,11,31,19,15,27,24,22,17,12,14,31,19,22,10,35,15,33,29,32,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Stole,27293,38.453,30,14,16,12,18,16,14,14,29,33,15,34,17,31,36,25,19,31,27,32,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Split,61430,43.363,26,19,28,31,28,28,20,28,34,28,14,19,35,25,36,31,20,19,19,16,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Stole,5378,43.684,20,20,31,22,30,32,29,31,35,17,12,15,30,19,44,31,16,17,30,14,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Split,1582,35.374,37,37,12,34,19,14,30,16,32,30,30,19,10,23,40,12,31,22,19,17,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Split,124,33.389,17,29,16,26,16,16,26,28,19,16,26,31,17,18,17,18,26,34,28,29,male,f0bcfeccfce689985ad2ea8a146724d45b7b43a6964791135d5e0322,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,85.399,45,1,1,47,2,1,2,1,1,20,1,8,1,38,38,5,2,1,1,1,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Split,138238,75.952,3,24,24,21,15,13,28,16,2,3,11,2,2,4,1,23,2,2,2,3,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,1582,44.433,28,1,2,28,1,2,2,2,1,27,0,1,2,3,2,2,2,1,1,2,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Stole,61430,54.089,4,2,13,1,17,1,2,1,3,0,1,1,0,2,2,14,2,2,2,1,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Split,27293,38.802,3,2,1,4,3,2,2,2,2,2,3,2,1,2,3,2,3,3,3,3,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,124,30.137,19,1,2,12,3,1,2,1,2,12,1,1,2,2,2,1,1,2,1,2,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Stole,12121,43.381,0,12,2,1,1,8,12,0,1,1,1,1,11,2,0,11,1,1,1,3,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,5378,24.27,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Split,694,26.336,1,1,2,3,2,2,1,2,1,1,1,3,2,1,1,1,1,1,1,2,male,4567896082a85cc4fe47c80ad9b3230fee1ba7c62fa188fb729048b7,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,69.588,21,4,3,4,4,22,4,44,5,24,1,14,35,34,15,4,45,3,23,6,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Split,Stole,138238,53.668,25,31,34,13,23,24,15,24,12,15,2,31,12,17,2,30,31,11,24,31,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Split,Split,61430,35.795,1,32,24,19,33,16,14,28,12,28,17,32,15,16,17,24,17,33,17,34,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Split,124,46.231,34,32,36,28,15,8,30,12,1,12,21,23,32,18,33,0,14,1,15,16,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Stole,Split,12121,30.284,34,13,2,8,31,2,11,11,34,37,34,11,2,14,35,3,11,13,13,4,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Split,Stole,5378,19.78,26,12,12,12,14,12,14,10,11,27,12,33,12,16,12,12,32,31,26,33,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Stole,Stole,694,32.778,23,27,14,10,20,26,10,16,5,22,28,17,14,19,27,20,26,17,12,5,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Stole,Stole,27293,30.097,17,30,12,31,16,11,33,11,29,19,26,12,33,15,20,23,28,12,13,1,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Split,1582,22.315,28,11,11,12,14,13,17,9,14,28,16,35,12,30,19,13,31,31,25,37,male,d54efd14451e2f19453c167731a881fd07950f38cec5b0d10e1b7cf2,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,125.834,48,0,0,0,0,0,14,14,0,48,0,0,37,48,14,0,33,0,19,36,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
271_1,this person,,Split,Stole,27293,45.892,0,37,37,46,48,48,41,33,48,0,48,0,41,0,0,48,0,0,46,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Stole,5378,57.889,0,39,41,45,38,38,34,7,0,0,48,0,48,0,0,0,0,0,48,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Stole,Split,1582,57.79,41,0,7,0,0,0,6,6,0,48,0,0,34,44,20,0,48,12,16,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
283_1,this person,,Stole,Stole,138238,53.147,0,48,37,46,48,48,41,24,0,0,48,0,9,0,0,4,0,0,33,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Split,Split,124,39.991,33,0,0,0,0,0,0,0,0,26,0,33,0,33,26,0,29,31,7,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
275_1,this person,,Split,Stole,694,48.231,0,48,48,41,48,48,48,35,48,0,48,0,24,0,0,48,0,0,41,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
250_1,this person,,Split,Split,12121,108.331,28,0,7,0,0,0,0,0,0,27,0,30,0,33,24,0,30,31,7,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
272_1,this person,,Stole,Split,61430,64.026,48,0,7,0,0,0,7,7,0,48,0,0,41,48,13,0,48,0,34,0,male,6d82d950adcc712c50a66f648e74d4135fd2f561d65004f97ed15c0b,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_2,this person,,Stole,Split,1090,59.165,34,28,11,35,17,16,17,14,22,43,12,24,17,31,38,15,23,33,17,18,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
244_1,this person,,Stole,Stole,27293,39.478,27,30,18,30,14,18,15,17,18,28,20,19,17,22,30,14,27,17,35,13,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
286_1,this person,,Split,Stole,138238,30.74,24,19,19,12,13,15,13,17,12,41,16,29,12,36,44,13,29,34,29,28,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
288_1,this person,,Stole,Split,124,32.013,23,22,19,30,13,15,19,17,20,25,14,13,15,16,30,14,18,15,25,10,female,9520ca65cce1aef5ef7e5c30549e3a05f3028c9ad7e563c1ba9a9bdc,11.2,3TX9T2ZCBA1XH0P6PBNM9IMQ8KYZWE
