stimulus,pronoun,desc,decisionThis,decisionOther,pot,respTimer,e_amusement,e_annoyance,e_confusion,e_contempt,e_devastation,e_disappointment,e_disgust,e_embarrassment,e_envy,e_excitement,e_fury,e_gratitude,e_guilt,e_joy,e_pride,e_regret,e_relief,e_respect,e_surprise,e_sympathy,gender,subjectId,Data_Set,HITID
286_1,this person,,Stole,Stole,12121,24.688,24,6,29,24,30,36,2,16,4,28,5,4,6,4,6,12,28,10,29,4,,b430e3463963805eeaf68db22efc39fce9c389a52b0b6524ee5dfeeb,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,69.273,28,0,0,0,0,0,0,40,0,40,0,17,28,28,15,28,28,17,29,14,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,59.171,27,48,0,30,29,48,30,18,26,0,26,0,15,0,15,33,0,2,30,0,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,31.819,24,0,0,0,0,0,0,0,0,24,0,24,0,24,29,0,24,32,26,0,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,48.842,0,43,31,43,42,42,41,0,45,0,48,0,0,0,33,0,0,24,41,0,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,38.316,0,30,25,33,30,29,31,0,29,0,29,0,0,0,39,0,0,24,31,0,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,40.562,24,0,0,0,0,0,0,0,8,33,0,33,8,34,35,8,33,35,32,0,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,44.475,24,0,0,0,0,0,0,48,0,48,0,0,33,48,0,16,34,0,48,26,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,37.067,36,19,0,11,14,16,12,24,0,0,8,0,26,0,0,26,0,18,26,16,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,55.482,12,0,0,0,0,0,0,38,0,34,0,0,0,25,14,29,25,12,15,15,male,a2173cabcdedce1547d8d6b0cbaa3d10f29da654c320a1b05a02ebc3,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,59.6,12,0,0,2,0,0,0,0,0,11,0,1,23,13,0,10,13,0,0,23,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,52.6,24,41,0,34,0,16,33,0,0,15,17,0,0,0,0,0,0,0,11,0,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,43.074,17,0,0,0,0,0,0,0,0,24,0,0,0,16,24,0,24,36,0,0,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,59.585,0,34,0,0,0,8,0,0,24,7,0,0,33,0,0,0,17,0,0,16,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,38.821,14,0,8,0,0,0,0,0,0,0,0,10,0,0,24,0,24,17,0,0,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,49.632,0,0,8,7,24,35,0,19,0,0,0,0,24,0,0,24,0,0,0,0,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,42.944,8,0,8,0,24,7,0,0,0,0,0,0,0,0,0,7,0,0,0,24,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,46.193,7,0,7,0,0,0,0,24,0,7,0,0,7,0,0,7,0,0,0,7,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,44.021,24,7,8,0,0,7,7,0,0,24,0,0,7,0,0,0,0,0,0,0,male,1f482cd547c17f3430c0397b6c98a3e5c58c67bbdb24250b0adc7d3d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,38.053,1,17,33,26,23,23,13,22,0,2,8,5,1,2,2,30,2,2,2,0,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,1582,35.248,4,17,26,18,36,43,25,14,36,1,9,2,1,0,4,42,4,2,3,2,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,138238,35.67,5,45,9,31,26,39,25,8,7,2,38,3,4,3,3,22,2,4,2,2,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,12121,39.996,3,44,20,12,42,42,37,30,42,2,41,3,5,5,4,35,4,5,41,3,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,5378,33.047,3,24,12,24,14,24,21,38,24,2,10,5,2,2,3,34,4,2,42,3,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,124,29.529,3,24,3,22,47,45,32,29,25,3,21,4,3,2,3,37,3,4,4,4,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,27293,43.326,4,18,15,24,4,11,5,14,5,15,6,11,4,17,5,2,26,11,8,11,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,694,29.566,30,2,3,26,4,3,3,4,3,27,3,27,4,34,31,2,44,19,12,3,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,61430,35.341,3,28,27,10,43,47,42,33,1,3,29,4,30,3,2,43,2,3,33,2,male,8828b8d6ece140281521973c02199a49da8ee0f7d969ee0710350b14,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,40.796,29,1,2,18,3,2,16,1,1,46,3,35,2,32,38,1,38,2,2,16,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,5378,25.269,1,35,24,46,24,46,45,43,38,2,28,1,0,2,10,43,3,1,23,2,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,27293,21.006,21,47,2,47,35,47,46,46,1,0,31,1,1,0,33,47,1,2,47,1,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,12121,27.572,39,1,1,2,1,1,9,1,0,41,1,19,13,41,35,1,43,1,11,2,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,124,19.452,26,0,2,1,2,1,0,3,2,3,1,26,2,19,1,0,47,0,2,2,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,1582,27.189,0,2,3,0,3,1,2,1,0,24,1,43,1,38,46,0,47,46,24,2,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,694,20.987,1,46,26,38,39,38,47,47,1,2,37,1,24,2,2,48,2,2,36,1,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,138238,21.734,1,32,36,48,46,46,41,48,0,0,37,2,47,1,1,47,1,3,36,2,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,61430,25.559,38,1,2,2,4,1,2,0,1,43,0,40,2,40,24,1,41,25,40,40,female,f7c61f7ce0c8de7ddd110ee46c6e88d08457fde96cc7e1ab5b6df301,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,69.776,3,46,3,18,17,8,6,22,3,4,3,4,28,6,3,2,2,3,28,43,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,48.33,19,31,3,22,19,43,4,18,6,2,22,2,3,2,3,7,7,3,26,19,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,34.42,15,1,3,2,2,1,5,5,3,43,4,41,1,45,42,4,48,42,27,3,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,37.994,24,3,1,3,0,3,2,4,19,42,2,34,3,41,34,1,46,46,21,2,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,36.224,4,3,21,34,33,2,4,5,1,4,45,5,22,2,3,39,1,3,37,20,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,34.184,1,43,16,27,37,32,36,22,1,4,45,3,3,2,4,38,1,4,20,36,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,30.097,4,45,14,33,35,39,30,14,3,4,43,5,3,4,5,34,4,5,4,21,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,46.409,2,3,27,5,3,3,18,5,5,5,3,6,22,5,6,30,5,5,3,30,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,29.912,3,43,17,39,37,43,44,9,0,2,44,7,7,2,4,37,3,0,27,45,female,7a6b34fc11e99fd13062d7d72fe35a3d2d31c0b68ec72db4adccec5d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,54.055,20,10,9,12,10,10,10,9,22,13,10,10,21,18,10,10,20,10,10,21,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,53.235,3,6,10,14,3,11,17,10,14,10,8,0,11,2,10,10,14,16,10,3,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,40.906,1,15,22,17,13,20,11,17,20,3,25,3,4,2,4,17,5,7,9,2,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,29.172,23,7,3,7,1,1,2,2,2,30,2,24,0,21,20,7,18,23,12,18,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,33.914,10,2,2,18,9,14,26,13,17,20,3,1,10,14,2,4,18,1,18,0,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,25.714,3,1,8,37,8,10,37,2,26,1,33,1,11,1,38,2,10,0,1,1,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,46.138,21,2,10,3,7,6,1,12,10,25,4,13,10,14,0,9,1,5,12,28,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,45.987,0,2,13,26,1,17,23,41,16,8,17,0,44,2,18,14,21,10,9,1,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,26.987,2,20,10,27,1,2,33,35,8,0,22,2,34,1,2,32,29,2,9,21,male,4a27b428a9c1500567028cbd9468e2df9401bfc038eeed389074d889,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,72.559,24,2,11,3,2,36,47,28,0,24,20,1,48,42,24,48,31,0,17,38,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,51.13,1,46,47,47,48,47,47,1,48,0,48,1,0,1,43,47,0,1,34,0,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,44.403,17,3,12,2,1,4,0,0,4,28,3,47,12,33,48,3,24,47,0,34,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,53.164,2,31,31,30,32,44,46,24,27,3,41,1,3,0,36,44,1,1,34,1,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,52.055,18,28,1,2,3,4,24,31,3,34,4,2,35,39,2,2,47,2,38,2,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,44.499,9,5,28,4,3,5,4,2,5,39,3,46,2,45,46,5,46,46,35,37,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,49.89,4,33,35,3,38,44,24,37,4,2,15,6,35,0,24,20,1,10,42,3,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,46.658,24,2,2,2,4,3,30,29,3,39,5,3,36,37,0,2,46,2,38,4,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,47.207,1,33,32,24,32,39,28,35,4,4,32,2,34,3,14,41,4,24,46,3,male,caca8732e709913ddb3a00ea19a2dc95c20b68a8f32c878439fa67da,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,70.538,24,1,1,1,1,2,2,1,24,24,1,2,0,1,12,2,2,1,1,1,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,45.466,1,2,2,1,1,1,1,1,1,46,0,24,1,15,23,16,24,37,0,32,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,41.045,2,1,1,24,1,2,1,1,37,1,1,1,1,2,1,0,1,0,1,2,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,41.221,2,2,1,2,0,1,2,2,1,39,1,24,1,1,1,24,1,33,1,32,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,40.546,24,1,1,1,0,2,1,1,1,40,1,24,1,24,24,24,1,24,2,24,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,35.461,1,1,1,1,1,1,1,1,1,17,2,1,1,1,2,2,1,1,2,1,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,34.843,1,2,1,1,1,1,1,2,1,47,1,32,1,1,2,2,1,40,2,37,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,29.637,1,0,1,1,2,0,1,0,1,41,1,1,1,1,0,23,1,1,2,0,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,27.752,1,0,1,1,0,1,1,0,2,1,1,1,2,1,0,23,2,2,0,1,female,83ab377a338b5653fca3ca070bee329af4869a36712bfe0f04d6ea41,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,44.459,0,0,0,0,0,0,0,0,0,24,0,0,0,24,24,0,24,0,24,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Split,Split,5378,24.511,24,0,0,0,0,0,0,0,0,24,0,24,0,24,24,0,0,0,24,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Split,Stole,124,34.049,0,24,0,0,0,48,0,0,0,0,0,0,0,0,0,24,0,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Stole,Stole,1582,25.812,0,24,0,0,24,48,24,0,0,0,0,0,0,0,0,24,0,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Stole,Stole,61430,26.162,0,24,0,0,24,48,24,0,0,0,0,0,0,0,0,24,0,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Stole,Split,27293,18.986,0,0,0,0,0,0,0,0,0,48,0,24,0,48,24,0,24,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Stole,Split,694,19.929,0,0,0,0,0,0,0,0,0,24,0,24,0,24,0,0,0,0,24,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Split,Split,138238,22.773,0,0,0,0,0,0,0,0,0,48,0,24,0,48,24,0,24,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Split,Stole,12121,17.873,0,0,0,0,0,0,0,0,0,48,0,24,0,48,24,0,24,0,48,0,male,4585e97f6447aade26c068d606604555b409326e7b2b0ea7111ccf1d,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,45.218,28,14,11,4,0,3,4,10,6,24,0,10,20,26,14,20,17,15,13,19,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,124,69.193,14,19,16,0,0,0,0,4,14,12,2,11,26,14,13,26,8,5,8,16,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,138238,37.623,2,24,25,34,42,40,29,16,19,3,24,2,4,2,4,30,3,8,32,5,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,27293,35.399,8,32,14,27,19,31,13,23,3,4,20,4,24,1,15,17,3,3,26,10,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,694,44.913,3,18,9,22,18,29,3,10,6,2,2,2,15,2,5,20,3,2,15,5,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,12121,44.432,3,3,1,8,4,9,3,16,1,4,2,2,37,0,3,33,3,5,2,23,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,1582,39.856,2,3,1,4,3,3,3,3,4,3,4,9,0,7,3,4,12,2,1,5,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,5378,61.649,3,27,26,25,25,32,14,13,3,3,11,5,3,3,9,31,4,5,26,13,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,61430,41.438,19,3,3,2,3,2,4,3,3,22,4,27,1,21,19,4,22,15,21,9,male,24dea2754a6576e7695b2c245ceb49edeeea89cc0f5fb66eed877df6,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,70.097,24,0,0,7,0,7,0,0,0,7,0,0,0,6,24,7,0,25,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
272_1,this person,,Stole,Stole,124,46.024,0,7,0,7,19,8,2,0,0,0,3,0,8,0,0,13,0,0,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
288_1,this person,,Split,Split,27293,46.19,0,0,0,5,7,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
271_1,this person,,Stole,Split,138238,78.836,5,7,0,9,0,9,2,0,0,0,4,0,0,0,0,0,0,0,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
275_1,this person,,Stole,Split,5378,45.356,4,7,0,7,0,7,4,0,0,0,0,0,7,0,7,0,0,0,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_1,this person,,Split,Stole,1582,48.288,8,7,0,7,0,8,8,0,0,0,3,0,0,0,0,8,3,0,4,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
283_1,this person,,Split,Split,694,37.575,0,24,0,24,8,7,24,0,0,0,10,0,0,0,0,0,0,0,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
250_1,this person,,Split,Stole,61430,37.975,0,13,0,18,7,19,7,7,0,0,4,0,0,0,0,7,0,0,8,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
286_1,this person,,Stole,Stole,12121,39.713,7,0,0,2,0,3,0,0,0,0,0,0,0,0,7,0,0,7,0,0,female,3125903d89b954d682af88ae58822be5af063d4635eda3ac4ec31696,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
244_2,this person,,Stole,Split,1090,59.588,2,14,1,24,1,2,2,3,2,0,1,1,2,1,1,1,2,1,2,1,female,966a3ab5befd390decb23936941f7dae8d7c1c5952a17375a7f930ee,11.4,3ICOHX7ENDB6YFXP0HGOHDC4KTL0EN
